Specialty,CPT Code,PPL?,decision by ROI,decision source,clinical reason,final decision,new rate
SURGERY - HAND,97110,1,1,rule,Hard Pend Specialty,0,0
SURGERY - MAXILLOFACIAL ORAL,97110,0,1,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,97110,1,1,rule,low volume,0,
SURGERY - ORTHO,97110,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - ORTHO,97110,1,1,clinical,,1,0.69
SURGERY - PLASTIC/RECONSTRUCT,97110,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97110,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,97110,1,1,rule,low volume,0,0
UROLOGY,97110,0,1,rule,Pend EPL,0,
UROLOGY,97110,1,1,rule,low volume,0,
WOUND CARE,97110,0,1,rule,Pend EPL,0,
WOUND CARE,97110,1,1,rule,low volume,0,
ACUPUNCTURE,97112,0,1,rule,Pend EPL,0,
AMBULATORY SURGICAL CENTER,97112,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97112,0,1,rule,Pend EPL,0,0
CHIROPRACTIC,97112,1,1,rule,Hard Pend Specialty,0,
CUSTODIAL CARE,97112,0,1,rule,Pend EPL,0,0
CUSTODIAL CARE,97112,1,1,rule,Hard Pend Specialty,0,0
ENT-OTOLARYNGOLOGY,97112,0,1,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,97112,1,1,rule,low volume,0,0
FACILITY SERVICES,97112,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,97112,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,97112,1,1,rule,low volume,0,
GENERAL PRACTICE,97112,0,1,rule,Pend EPL,0,
HOSPITALIST,97112,0,0,rule,Pend EPL,0,0
HOSPITALIST,97112,1,1,rule,low volume,0,
INTERNAL MEDICINE,97112,0,1,rule,Pend EPL,0,
NEUROLOGY,97112,1,1,rule,low volume,0,
NURSING,97112,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97112,0,1,rule,Pend EPL,0,0
OCCUPATIONAL THERAPY,97112,1,1,rule,Hard Pend Specialty,0,0
PHYSICAL THERAPY/REHAB,97112,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97112,1,1,clinical,Soft Pend Specialty,0,0
PULMONARY DISEASE,97112,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,97112,1,1,rule,low volume,0,0
SNF - FAC,97112,0,1,rule,Pend EPL,0,0
SNF - FAC,97112,1,1,rule,Hard Pend Specialty,0,
SURGERY - HAND,97112,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,97112,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97112,0,1,rule,Pend EPL,0,0
ACUPUNCTURE,97124,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97124,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97124,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,97124,0,0,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,97124,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,97124,0,1,rule,Pend EPL,0,
NON-CONTRACT UNKWN BILL AREA,97124,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,97124,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97124,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97124,1,0,rule,low volume,0,
PHYSICAL THERAPY/REHAB,97124,0,0,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97124,1,1,rule,low volume,0,0
PODIATRY,97124,1,1,rule,low volume,0,
UNK PHYS SPEC,97124,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97139,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97139,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97139,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,97139,0,1,rule,Pend EPL,0,
FACILITY SERVICES,97139,1,1,rule,Hard Pend Specialty,0,
OCCUPATIONAL THERAPY,97139,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97139,1,1,rule,Hard Pend Specialty,0,0
PHYSICAL THERAPY/REHAB,97139,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,97139,1,1,rule,low volume,0,0
ACUPUNCTURE,97140,0,1,rule,Pend EPL,0,0
ACUPUNCTURE,97140,1,0,rule,Hard Pend Specialty,0,0
AMBULATORY SURGICAL CENTER,97140,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97140,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97140,1,0,rule,Hard Pend Specialty,0,0
CUSTODIAL CARE,97140,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,97140,1,1,rule,low volume,0,
FACILITY SERVICES,97140,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,97140,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,97140,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,97140,1,1,rule,low volume,0,0
GENERAL PRACTICE,97140,0,1,rule,Pend EPL,0,
HOME HEALTH,97140,1,1,rule,Hard Pend Specialty,0,0
INTERNAL MEDICINE,97140,0,1,rule,Pend EPL,0,
NEPHROLOGY,97140,1,1,rule,low volume,0,
NEUROLOGY,97140,0,1,rule,Pend EPL,0,0
NURSE PRACTITIONER,97140,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97140,0,1,rule,Pend EPL,0,0
OCCUPATIONAL THERAPY,97140,1,1,rule,Hard Pend Specialty,0,0
PAIN MANAGEMENT,97140,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97140,1,1,rule,low volume,0,
PHARMACY,97140,1,1,rule,Hard Pend Specialty,0,
PHYSIATRY,97140,1,1,rule,low volume,0,
PHYSICAL THERAPY/REHAB,97140,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97140,1,1,clinical,PA and RL review of pend specs,1,0.69
PODIATRY,97140,0,1,rule,Pend EPL,0,0
PODIATRY,97140,1,1,rule,low volume,0,
SNF - FAC,97140,1,1,rule,Hard Pend Specialty,0,
SURGERY - HAND,97140,0,1,rule,Pend EPL,0,0
SURGERY - HAND,97140,1,1,rule,Hard Pend Specialty,0,
SURGERY - MAXILLOFACIAL ORAL,97140,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,97140,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,97140,1,1,rule,low volume,0,0
SURGERY - PLASTIC/RECONSTRUCT,97140,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97140,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,97140,1,1,rule,low volume,0,0
ACUPUNCTURE,97161,1,1,rule,Hard Pend Specialty,0,
CHIROPRACTIC,97161,0,0,rule,Pend EPL,0,
CHIROPRACTIC,97161,1,1,rule,Hard Pend Specialty,0,0
CUSTODIAL CARE,97161,0,1,rule,Pend EPL,0,0
CUSTODIAL CARE,97161,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,97161,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,97161,1,0,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,97161,0,1,rule,Pend EPL,0,0
FAMILY PRACTICE,97161,1,1,rule,low volume,0,0
GASTROENTEROLOGY,97161,1,1,rule,low volume,0,0
GENERAL PRACTICE,97161,0,1,rule,Pend EPL,0,
GENERAL PRACTICE,97161,1,1,rule,low volume,0,
HEALTH ENHANCEMENT,97161,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,97161,0,1,rule,Pend EPL,0,
HOME HEALTH,97161,1,1,rule,Hard Pend Specialty,0,0
HOSPITALIST,97161,0,1,rule,Pend EPL,0,0
HOSPITALIST,97161,1,1,rule,low volume,0,
INTERNAL MEDICINE,97161,0,1,rule,Pend EPL,0,
NEUROLOGY,97161,0,1,rule,Pend EPL,0,0
NEUROLOGY,97161,1,1,rule,low volume,0,
NURSE PRACTITIONER,97161,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97161,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97161,1,1,rule,Hard Pend Specialty,0,0
OPHTHALMOLOGY,97161,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,97161,1,1,rule,low volume,0,0
PAIN MANAGEMENT,97161,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97161,1,1,rule,low volume,0,0
PHYSIATRY,97161,1,1,rule,low volume,0,
PHYSICAL THERAPY/REHAB,97161,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97161,1,1,clinical,PA and RL review of pend specs,1,0.99
PHYSICIAN ASSISTANT,97161,1,1,rule,low volume,0,
PODIATRY,97161,1,1,rule,low volume,0,0
PULMONARY DISEASE,97161,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,97161,1,1,rule,low volume,0,
RADIOLOGY_b,97161,1,1,rule,low volume,0,
RADIOLOGY_s,97161,1,1,rule,low volume,0,
RHEUMATOLOGY,97161,1,1,rule,low volume,0,
SNF - FAC,97161,1,1,rule,Hard Pend Specialty,0,
SURGERY - HAND,97161,1,1,rule,Hard Pend Specialty,0,0
SURGERY - ORTHO,97161,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,97161,1,1,rule,low volume,0,0
UNK PHYS SPEC,97161,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,97161,1,1,rule,low volume,0,0
UROLOGY,97161,1,1,rule,low volume,0,
ACUPUNCTURE,97163,0,0,rule,Pend EPL,0,
ACUPUNCTURE,97163,1,1,rule,Hard Pend Specialty,0,
AMBULATORY SURGICAL CENTER,97163,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,97163,1,1,rule,low volume,0,
CUSTODIAL CARE,97163,0,0,rule,Pend EPL,0,
CUSTODIAL CARE,97163,1,1,rule,Hard Pend Specialty,0,0
DME & MEDICAL SUPPLIES,97163,1,1,rule,low volume,0,
ENT-OTOLARYNGOLOGY,97163,0,1,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,97163,1,1,rule,low volume,0,
FACILITY SERVICES,97163,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,97163,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,97163,1,1,rule,low volume,0,0
GASTROENTEROLOGY,97163,1,1,rule,low volume,0,
GENERAL PRACTICE,97163,1,1,rule,low volume,0,
HEALTH ENHANCEMENT,97163,1,1,rule,low volume,0,0
HEMATOLOGY/ONCOLOGY,97163,0,1,rule,Pend EPL,0,
HOME HEALTH,97163,0,1,rule,Pend EPL,0,0
HOME HEALTH,97163,1,1,rule,Hard Pend Specialty,0,0
INTERNAL MEDICINE,97163,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,97163,1,1,rule,low volume,0,
LABORATORY,97163,0,1,rule,Pend EPL,0,
NEUROLOGY,97163,0,1,rule,Pend EPL,0,0
NEUROLOGY,97163,1,1,rule,low volume,0,
OBSTETRICS/GYNECOLOGY,97163,1,1,rule,low volume,0,
OCCUPATIONAL THERAPY,97163,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97163,1,1,rule,Hard Pend Specialty,0,0
PAIN MANAGEMENT,97163,0,1,rule,Pend EPL,0,0
PAIN MANAGEMENT,97163,1,1,rule,low volume,0,0
PALLIATIVE CARE,97163,0,1,rule,Pend EPL,0,0
PHARMACY,97163,1,1,rule,Hard Pend Specialty,0,0
PHYSIATRY,97163,0,1,rule,Pend EPL,0,
PHYSIATRY,97163,1,1,clinical,from PRL,0,0
PHYSICAL THERAPY/REHAB,97163,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97163,1,1,clinical,PA and RL review of pend specs,1,0.98
PHYSICIAN ASSISTANT,97163,1,1,rule,low volume,0,
PODIATRY,97163,1,1,rule,low volume,0,
PULMONARY DISEASE,97163,0,1,rule,Pend EPL,0,
RADIATION ONCOLOGY,97163,1,1,rule,low volume,0,
RADIOLOGY_b,97163,1,1,rule,low volume,0,
RADIOLOGY_s,97163,1,1,rule,low volume,0,0
RHEUMATOLOGY,97163,1,1,rule,low volume,0,0
SNF - FAC,97163,0,0,rule,Pend EPL,0,
SPORTS MEDICINE,97163,0,1,rule,Pend EPL,0,
SPORTS MEDICINE,97163,1,1,rule,Hard Pend Specialty,0,
SURGERY - ONCOLOGY,97163,1,1,rule,low volume,0,
SURGERY - ORTHO,97163,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,97163,1,1,rule,low volume,0,0
SURGERY - PLASTIC/RECONSTRUCT,97163,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,97163,0,1,rule,Pend EPL,0,0
UROLOGY,97163,0,1,rule,Pend EPL,0,
UROLOGY,97163,1,1,rule,low volume,0,
WOUND CARE,97163,1,1,rule,low volume,0,
ACUPUNCTURE,97799,0,1,rule,Pend EPL,0,
HOME HEALTH,97799,0,0,rule,Pend EPL,0,0
HOME HEALTH,97799,1,1,rule,Hard Pend Specialty,0,0
HOSPITALIST,97799,0,1,rule,Pend EPL,0,0
OCCUPATIONAL THERAPY,97799,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97799,1,1,rule,Hard Pend Specialty,0,
PHYSIATRY,97799,1,1,rule,low volume,0,
PHYSICAL THERAPY/REHAB,97799,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97799,1,1,clinical,Soft Pend Specialty,0,
PULMONARY DISEASE,97799,0,1,rule,Pend EPL,0,
SNF - FAC,97799,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97799,0,1,rule,Pend EPL,0,0
ACUPUNCTURE,97803,1,0,rule,Hard Pend Specialty,0,
ENDOCRINOLOGY,97803,0,1,rule,Pend EPL,0,0
ENDOCRINOLOGY,97803,1,1,rule,low volume,0,
FACILITY SERVICES,97803,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,97803,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,97803,0,1,rule,Pend EPL,0,
GASTROENTEROLOGY,97803,0,1,rule,Pend EPL,0,0
GASTROENTEROLOGY,97803,1,1,rule,low volume,0,
GENETICS,97803,0,1,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,97803,0,1,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,97803,1,0,DBA,,0,0
INTERNAL MEDICINE,97803,0,1,rule,Pend EPL,0,
NEPHROLOGY,97803,0,1,rule,Pend EPL,0,0
NEUROLOGY,97803,0,0,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97803,0,1,rule,Pend EPL,0,
OCCUPATIONAL THERAPY,97803,1,1,rule,Hard Pend Specialty,0,
PEDIATRICS,97803,0,0,rule,Pend EPL,0,
PEDS-DEVELOPMENTAL BEHAVIORAL,97803,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,97803,0,0,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,97803,1,1,rule,low volume,0,
PULMONARY DISEASE,97803,0,0,rule,Pend EPL,0,0
PULMONARY DISEASE,97803,1,1,rule,low volume,0,
REGISTERED DIET/NUTRITION PROF,97803,0,0,rule,Pend EPL,0,0
SURGERY - GENERAL,97803,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97803,0,0,rule,Pend EPL,0,
ACUPUNCTURE,97804,1,0,rule,Hard Pend Specialty,0,
FACILITY SERVICES,97804,0,0,rule,Pend EPL,0,
HEALTH ENHANCEMENT,97804,0,1,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,97804,1,1,DBA,,1,0.17
REGISTERED DIET/NUTRITION PROF,97804,0,1,rule,Pend EPL,0,
SURGERY - PLASTIC/RECONSTRUCT,97804,0,1,rule,Pend EPL,0,
ACUPUNCTURE,97810,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97810,1,0,rule,Hard Pend Specialty,0,0
AMBULATORY SURGICAL CENTER,97810,1,0,rule,Hard Pend Specialty,0,
CHIROPRACTIC,97810,0,1,rule,Pend EPL,0,
CHIROPRACTIC,97810,1,0,rule,Hard Pend Specialty,0,0
FACILITY SERVICES,97810,0,1,rule,Pend EPL,0,
FACILITY SERVICES,97810,1,0,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,97810,1,1,rule,low volume,0,0
INTERNAL MEDICINE,97810,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97810,1,0,clinical,from PRL,0,0
PHYSICAL THERAPY/REHAB,97810,0,1,rule,Pend EPL,0,0
PHYSICAL THERAPY/REHAB,97810,1,1,rule,low volume,0,
SURGERY - ORTHO,97810,1,1,rule,low volume,0,
UNK PHYS SPEC,97810,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97811,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97811,1,0,rule,Hard Pend Specialty,0,0
AMBULATORY SURGICAL CENTER,97811,1,0,rule,Hard Pend Specialty,0,
CHIROPRACTIC,97811,1,0,rule,Hard Pend Specialty,0,
FACILITY SERVICES,97811,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,97811,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97811,1,0,rule,low volume,0,0
PHYSICAL THERAPY/REHAB,97811,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97811,0,0,rule,Pend EPL,0,
ACUPUNCTURE,97813,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97813,1,0,rule,Hard Pend Specialty,0,0
CHIROPRACTIC,97813,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97813,0,0,rule,Pend EPL,0,
PAIN MANAGEMENT,97813,1,0,DBA,,0,0
RHEUMATOLOGY,97813,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97813,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97814,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,97814,1,0,rule,Hard Pend Specialty,0,0
CHIROPRACTIC,97814,0,1,rule,Pend EPL,0,
PAIN MANAGEMENT,97814,0,0,rule,Pend EPL,0,
PAIN MANAGEMENT,97814,1,0,DBA,,0,0
RHEUMATOLOGY,97814,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,97814,0,1,rule,Pend EPL,0,
ACUPUNCTURE,98940,0,0,rule,Pend EPL,0,
ACUPUNCTURE,98940,1,0,rule,Hard Pend Specialty,0,
ALLERGY/IMMUNOLOGY,98940,1,1,rule,low volume,0,
CHIROPRACTIC,98940,0,0,rule,Pend EPL,0,0
CHIROPRACTIC,98940,1,0,rule,Hard Pend Specialty,0,0
ENDOCRINOLOGY,98940,1,1,rule,low volume,0,
FACILITY SERVICES,98940,0,1,rule,Pend EPL,0,
FACILITY SERVICES,98940,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,98940,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,98940,1,1,rule,low volume,0,0
GENERAL PRACTICE,98940,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,98940,0,1,rule,Pend EPL,0,
NON-CONTRACT UNKWN BILL AREA,98940,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,98940,1,1,rule,low volume,0,
UNK PHYS SPEC,98940,0,0,rule,Pend EPL,0,
ACUPUNCTURE,98941,1,0,rule,Hard Pend Specialty,0,
CHIROPRACTIC,98941,0,1,rule,Pend EPL,0,0
CHIROPRACTIC,98941,1,0,rule,Hard Pend Specialty,0,0
FACILITY SERVICES,98941,0,1,rule,Pend EPL,0,
NON-CONTRACT UNKWN BILL AREA,98941,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,98941,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,98941,1,1,rule,low volume,0,
UNK PHYS SPEC,98941,0,1,rule,Pend EPL,0,
ACUPUNCTURE,98942,1,0,rule,Hard Pend Specialty,0,
CHIROPRACTIC,98942,0,0,rule,Pend EPL,0,0
CHIROPRACTIC,98942,1,0,rule,Hard Pend Specialty,0,0
PHYSICAL THERAPY/REHAB,98942,1,1,rule,low volume,0,
ACUPUNCTURE,98943,1,1,rule,Hard Pend Specialty,0,
CHIROPRACTIC,98943,0,0,rule,Pend EPL,0,0
CHIROPRACTIC,98943,1,0,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,98943,0,1,rule,Pend EPL,0,
ACUPUNCTURE,99201,0,1,rule,Pend EPL,0,
CARDIOLOGY,99201,1,1,rule,low volume,0,0
CHIROPRACTIC,99201,0,1,rule,Pend EPL,0,
CHIROPRACTIC,99201,1,0,rule,Hard Pend Specialty,0,0
DERMATOLOGY,99201,1,1,rule,low volume,0,0
FACILITY SERVICES,99201,0,1,rule,Pend EPL,0,
FACILITY SERVICES,99201,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,99201,0,1,rule,Pend EPL,0,
GASTROENTEROLOGY,99201,1,1,rule,low volume,0,0
GENERAL PRACTICE,99201,0,1,rule,Pend EPL,0,
GENETICS,99201,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,99201,0,1,rule,Pend EPL,0,0
HEALTH ENHANCEMENT,99201,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,99201,0,1,rule,Pend EPL,0,0
INTERVENTIONAL RADIOLOGY,99201,0,1,rule,Pend EPL,0,
NEUROLOGY,99201,1,1,rule,low volume,0,
NURSE PRACTITIONER,99201,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,99201,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,99201,1,1,rule,low volume,0,0
ONCOLOGY - GYN,99201,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,99201,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,99201,1,1,rule,low volume,0,
PAIN MANAGEMENT,99201,0,1,rule,Pend EPL,0,
PERINATOLOGY,99201,0,1,rule,Pend EPL,0,0
PERINATOLOGY,99201,1,1,DBA,,1,0.93
PSYCHIATRY,99201,1,0,rule,Hard Pend Specialty,0,
PULMONARY DISEASE,99201,1,1,rule,low volume,0,
SURGERY - GENERAL,99201,1,1,rule,low volume,0,
SURGERY - NEURO,99201,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99201,1,1,rule,low volume,0,
UNK PHYS SPEC,99201,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,99201,1,1,rule,low volume,0,
URGENT/IMMEDIATE CARE,99201,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,99201,1,1,rule,low volume,0,
ACUPUNCTURE,99202,0,1,rule,Pend EPL,0,
ALLERGY/IMMUNOLOGY,99202,1,1,rule,low volume,0,0
AMBULANCE,99202,0,1,rule,Pend EPL,0,
AUDIOLOGY,99202,0,0,rule,Pend EPL,0,0
BEHAVIORAL HEALTH,99202,1,0,rule,Hard Pend Specialty,0,
CARDIOLOGY,99202,0,1,rule,Pend EPL,0,
CARDIOLOGY,99202,1,1,rule,low volume,0,0
CHIROPRACTIC,99202,0,1,rule,Pend EPL,0,0
CHIROPRACTIC,99202,1,0,rule,Hard Pend Specialty,0,
DENTIST,99202,1,1,rule,Hard Pend Specialty,0,
DERMATOLOGY,99202,0,1,rule,Pend EPL,0,0
DERMATOLOGY,99202,1,1,rule,low volume,0,0
EMERGENCY SERVICES,99202,0,1,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,99202,0,0,rule,Pend EPL,0,
ENT-OTOLARYNGOLOGY,99202,1,1,rule,low volume,0,0
FACILITY SERVICES,99202,0,1,rule,Pend EPL,0,
FACILITY SERVICES,99202,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,99202,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,99202,1,1,rule,low volume,0,
GASTROENTEROLOGY,99202,0,1,rule,Pend EPL,0,
GASTROENTEROLOGY,99202,1,1,rule,low volume,0,0
GENERAL PRACTICE,99202,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,99202,1,1,rule,low volume,0,
HEPATOLOGY,99202,1,1,rule,low volume,0,
HOME HEALTH,99202,1,0,rule,Hard Pend Specialty,0,
INTERNAL MEDICINE,99202,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,99202,1,1,rule,low volume,0,
NEUROLOGY,99202,1,1,rule,low volume,0,
NEUROPSYCHIATRY,99202,0,1,rule,Pend EPL,0,
NON-CONTRACT UNKWN BILL AREA,99202,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,99202,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,99202,1,1,rule,low volume,0,
OPHTHALMOLOGY,99202,0,1,rule,Pend EPL,0,0
OPHTHALMOLOGY,99202,1,1,DBA,,1,0.92
OPTOMETRY,99202,0,1,rule,Pend EPL,0,
OPTOMETRY,99202,1,0,rule,Hard Pend Specialty,0,0
ORTHOTICS AND PROSTHETICS,99202,1,1,rule,low volume,0,
PATHOLOGY,99202,0,1,rule,Pend EPL,0,0
PERINATOLOGY,99202,1,1,rule,low volume,0,0
PHYSICAL THERAPY/REHAB,99202,0,1,rule,Pend EPL,0,
PHYSICIAN ASSISTANT,99202,0,1,rule,Pend EPL,0,
PODIATRY,99202,0,1,rule,Pend EPL,0,
PODIATRY,99202,1,1,clinical,PA and RL review of pend specs,1,1
PUBLIC HEALTH/ WELFARE AGENCY,99202,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,99202,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,99202,1,1,rule,low volume,0,
RADIOLOGY_b,99202,0,1,rule,Pend EPL,0,0
RADIOLOGY_b,99202,1,1,rule,low volume,0,
RHEUMATOLOGY,99202,0,1,rule,Pend EPL,0,
RHEUMATOLOGY,99202,1,1,rule,low volume,0,
SPORTS MEDICINE,99202,1,1,rule,Hard Pend Specialty,0,
SURGERY - GENERAL,99202,0,1,rule,Pend EPL,0,
SURGERY - HAND,99202,1,1,rule,Hard Pend Specialty,0,
SURGERY - MAXILLOFACIAL ORAL,99202,0,1,rule,Pend EPL,0,
SURGERY - MAXILLOFACIAL ORAL,99202,1,1,rule,low volume,0,
SURGERY - ORTHO,99202,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,99202,1,1,rule,low volume,0,
SURGERY - PLASTIC/RECONSTRUCT,99202,0,1,rule,Pend EPL,0,
SURGERY - PLASTIC/RECONSTRUCT,99202,1,1,rule,low volume,0,
SURGERY - VASCULAR,99202,1,1,rule,low volume,0,
UNK PHYS SPEC,99202,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,99202,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,99202,1,1,rule,low volume,0,
UROLOGY,99202,0,1,rule,Pend EPL,0,
UROLOGY,99202,1,1,rule,low volume,0,0
WOUND CARE,99202,1,1,rule,low volume,0,
ACUPUNCTURE,99203,0,0,rule,Pend EPL,0,0
ACUPUNCTURE,99203,1,0,rule,Hard Pend Specialty,0,0
ADDICTION MEDICINE,99203,0,0,rule,Pend EPL,0,0
ADDICTION MEDICINE,99203,1,0,rule,Hard Pend Specialty,0,0
ALLERGY/IMMUNOLOGY,99203,0,1,rule,Pend EPL,0,0
ALLERGY/IMMUNOLOGY,99203,1,1,clinical,PA and RL review of pend specs,1,0.99
AMBULANCE,99203,0,0,rule,Pend EPL,0,0
AMBULANCE,99203,1,1,rule,Hard Pend Specialty,0,0
